Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
19543,4c57,"WGeaugaSch 2","D","West Geauga Schools Ch. 2","Schools","Geauga County (28) Public Works"
19545,4c59,"ChstrlndSvcs","D","Chesterland Services","Public Works","Geauga County (28) Public Works"
19547,4c5b,"28 Transit 1","D","Geauga County Transit 1","Transportation","Geauga County (28) Public Works"
19548,4c5c,"28 Transit 2","D","Geauga County Transit 2","Transportation","Geauga County (28) Public Works"
19551,4c5f,"28Red Cross","D","Red Cross","Emergency Ops","Geauga County (28) Common"
19553,4c61,"ChardTwpPW","D","Chardon Twp Road Dept","Public Works","Geauga County (28) Public Works"
19555,4c63,"HambdenPW","D","Hambden Twp Road Dept","Public Works","Geauga County (28) Public Works"
19556,4c64,"MunsonTwpPW","D","Munson Twp Road Dept","Public Works","Geauga County (28) Public Works"
19559,4c67,"GPARKRGR A","D","Geauga Park District Rangers A","Law Tac","Geauga County (28) Law"
19560,4c68,"HLDARBPD A","D","Holden Arboretum Police A","Law Tac","Geauga County (28) Law"
19561,4c69,"HLDARBPD B","D","Holden Arboretum Police B","Law Talk","Geauga County (28) Law"
19562,4c6a,"BNBRGPD A","D","Bainbridge Twp Police A","Law Tac","Geauga County (28) Law"
19563,4c6b,"BNBRGPD B","D","Bainbridge Twp Police B","Law Talk","Geauga County (28) Law"
19564,4c6c,"CHRDNPD A","D","Chardon Police A","Law Tac","Geauga County (28) Law"
19565,4c6d,"CHRDNPD B","D","Chardon Police B","Law Talk","Geauga County (28) Law"
19566,4c6e,"SRUSLPD A","D","South Russell Police A","Law Tac","Geauga County (28) Law"
19567,4c6f,"SRUSLPD B","D","South Russell Police B","Law Talk","Geauga County (28) Law"
19568,4c70,"MIDILFPD A","D","Middlefield Police A","Law Tac","Geauga County (28) Law"
19569,4c71,"MIDILFPD B","D","Middlefield Police B","Law Talk","Geauga County (28) Law"
19570,4c72,"BURTONPD A","D","Burton Police A","Law Tac","Geauga County (28) Law"
19571,4c73,"BURTONPD B","D","Burton Police B","Law Talk","Geauga County (28) Law"
19572,4c74,"CHEST PD A","D","Chester Police A","Law Tac","Geauga County (28) Law"
19573,4c75,"CHEST PD B","D","Chester Police B","Law Talk","Geauga County (28) Law"
19574,4c76,"RUSSELLPD A","D","Russell Police A","Law Tac","Geauga County (28) Law"
19575,4c77,"RUSSELLPD B","D","Russell Police B","Law Talk","Geauga County (28) Law"
19576,4c78,"THMPSN PD A","D","Thompson Police A","Law Tac","Geauga County (28) Law"
19577,4c79,"THMPSN PD B","D","Thompson Police B","Law Talk","Geauga County (28) Law"
19578,4c7a,"28GCSO A","D","County Sheriff A","Law Tac","Geauga County (28) Law"
19579,4c7b,"28GCSO B","D","County Sheriff B","Law Talk","Geauga County (28) Law"
19582,4c7e,"MIDILFFD A","D","Middlefield Fire A","Fire-Tac","Geauga County (28) Fire/EMS/Hospital"
19583,4c7f,"MIDILFFD B","D","Middlefield Fire B","Fire-Talk","Geauga County (28) Fire/EMS/Hospital"
19584,4c80,"P/T FD A","D","Parkman / Troy Fire  A","Fire-Tac","Geauga County (28) Fire/EMS/Hospital"
19585,4c81,"P/T FD B","D","Parkman / Troy Fire B","Fire-Talk","Geauga County (28) Fire/EMS/Hospital"
19586,4c82,"THMPSNFD A","D","Thompson Fire A","Fire-Tac","Geauga County (28) Fire/EMS/Hospital"
19587,4c83,"THMPSNFD B","D","Thompson Fire B","Fire-Talk","Geauga County (28) Fire/EMS/Hospital"
19588,4c84,"MNTVLFD A","D","Montville Fire A","Fire-Tac","Geauga County (28) Fire/EMS/Hospital"
19589,4c85,"MNTVLFD B","D","Montville Fire B","Fire-Talk","Geauga County (28) Fire/EMS/Hospital"
19590,4c86,"HMBDNFD A","D","Hambden Fire A","Fire-Tac","Geauga County (28) Fire/EMS/Hospital"
19591,4c87,"HMBDNFD B","D","Hambden Fire B","Fire-Talk","Geauga County (28) Fire/EMS/Hospital"
19592,4c88,"CHEST FD A","D","Chester Fire A","Fire-Tac","Geauga County (28) Fire/EMS/Hospital"
19593,4c89,"CHEST FD B","D","Chester Fire B","Fire-Talk","Geauga County (28) Fire/EMS/Hospital"
19594,4c8a,"CHRDNFD A","D","Chardon Fire A","Fire-Tac","Geauga County (28) Fire/EMS/Hospital"
19595,4c8b,"CHRDNFD B","D","Chardon Fire B","Fire-Talk","Geauga County (28) Fire/EMS/Hospital"
19596,4c8c,"BNBRGFD A","D","Bainbridge Fire A","Fire-Tac","Geauga County (28) Fire/EMS/Hospital"
19597,4c8d,"BNBRGFD B","D","Bainbridge Fire B","Fire-Talk","Geauga County (28) Fire/EMS/Hospital"
19598,4c8e,"RUSSFD A","D","Russell Fire A","Fire-Tac","Geauga County (28) Fire/EMS/Hospital"
19599,4c8f,"RUSSFD B","D","Russell Fire B","Fire-Talk","Geauga County (28) Fire/EMS/Hospital"
19600,4c90,"AUBURNFD A","D","Auburn Fire A","Fire-Tac","Geauga County (28) Fire/EMS/Hospital"
19601,4c91,"AUBURNFD B","D","Auburn Fire B","Fire-Talk","Geauga County (28) Fire/EMS/Hospital"
19602,4c92,"NEWBRYFD A","D","Newbury Fire A","Fire-Tac","Geauga County (28) Fire/EMS/Hospital"
19603,4c93,"NEWBRYFD B","D","Newbury Fire B","Fire-Talk","Geauga County (28) Fire/EMS/Hospital"
19604,4c94,"MUNSONFD A","D","Munson fire A","Fire-Tac","Geauga County (28) Fire/EMS/Hospital"
19605,4c95,"MUNSONFD B","D","Munson Fire B","Fire-Talk","Geauga County (28) Fire/EMS/Hospital"
19606,4c96,"TROYFD B","D","Troy Fire B","Fire-Talk","Geauga County (28) Fire/EMS/Hospital"
19607,4c97,"28FIU","D","Geauga Co Fire Investigative Unit","Fire-Tac","Geauga County (28) Fire/EMS/Hospital"
19608,4c98,"X28RadSvc","D","Radio Service","Public Works","Geauga County (28) Public Works"
19610,4c9a,"ParkmanRds","D","Parkman Twp Road Dept","Public Works","Geauga County (28) Public Works"
19612,4c9c,"28 Engineer","D","Geauga County Engineer","Public Works","Geauga County (28) Public Works"
19633,4cb1,"ThompTwpPW","D","Thompson Twp Road Dept","Public Works","Geauga County (28) Public Works"
19634,4cb2,"28-CCAN","D","Community Care Ambulance - Geauga","EMS Dispatch","Medical Transportation"
20072,4e68,"Jamestown MV","D","Jamestown Miami Valley Hospital","Hospital","Greene County (29) Fire/EMS/Hospital"
20073,4e69,"29SODIS","D","Sheriff Dispatch","Law Dispatch","Greene County (29) Law"
20074,4e6a,"29ACEOP1","DE","Drug Task Force Ops 1","Law Tac","Greene County (29) Law"
20076,4e6c,"29SOOPS1","D","Sheriff Ops 1","Law Tac","Greene County (29) Law"
20077,4e6d,"HOS2903","D","Miami Valley Hospital Jamestown","Hospital","Greene County (29) Fire/EMS/Hospital"
20078,4e6e,"29ACEOP2","DE","Drug Task Force Ops 2","Law Tac","Greene County (29) Law"
20079,4e6f,"29BVF60PA","D","Beavercreek FD Station 60 PA","Fire Dispatch","Greene County (29) Fire/EMS/Hospital"
20080,4e70,"29SOOPS2","DE","Sheriff Ops 2","Law Tac","Greene County (29) Law"
20082,4e72,"29ACETAC","DE","Drug Task Force Tactical","Law Tac","Greene County (29) Law"
20083,4e73,"29RRTOP1","DE","Regional Response Team Ops 1","Law Tac","Greene County (29) Law"
20084,4e74,"29S0ADM","DE","Sheriff Ops 3","Law Tac","Greene County (29) Law"
20085,4e75,"29 CW 1","D","Countywide 1","Interop","Greene County (29) Common"
20086,4e76,"29RRTOP2","DE","Regional Response Team Ops 2 - Hostage Negotation","Law Tac","Greene County (29) Law"
20087,4e77,"29SODET","DE","Sheriff Detective","Law Tac","Greene County (29) Law"
20088,4e78,"29SWTOP1","DE","SWAT 1","Law Tac","Greene County (29) Law"
20089,4e79,"29LETAC1","D","Countywide Law Tac 1","Law Tac","Greene County (29) Law"
20090,4e7a,"29SOCJ","DE","Sheriff Jail","Corrections","Greene County (29) Law"
20091,4e7b,"29RRTOP3","DE","Regional Response Team Ops 3","Law Tac","Greene County (29) Law"
20092,4e7c,"29F TAC 1","D","County Fire Tactical 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20093,4e7d,"29SOADC","DE","Sheriff Adult Detention","Corrections","Greene County (29) Law"
20094,4e7e,"29SWTOP2","DE","SWAT 2","Law Tac","Greene County (29) Law"
20095,4e7f,"29LETAC2","D","Countywide Law Tac 2","Law Tac","Greene County (29) Law"
20096,4e80,"29SOCS","DE","Sheriff Court Services","Corrections","Greene County (29) Law"
20097,4e81,"29SWTOP3","DE","SWAT 3","Law Tac","Greene County (29) Law"
20098,4e82,"29SWTTAC","DE","SWAT Tactical","Law Tac","Greene County (29) Law"
20099,4e83,"29COROP1","DE","Coroner Ops 1","Law Tac","Greene County (29) Law"
20100,4e84,"29F TAC 2","D","County Fire Tactical 2","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20101,4e85,"29CWDET","DE","Countywide Detectives","Law Tac","Greene County (29) Law"
20102,4e86,"29 CW 2","D","Countywide 2","Interop","Greene County (29) Common"
20103,4e87,"29F TAC 3","D","County Fire Tactical 3","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20104,4e88,"29LETAC3","D","Countywide Law Tac 3","Law Tac","Greene County (29) Law"
20105,4e89,"29 CW 3","D","Countywide 3","Interop","Greene County (29) Common"
20106,4e8a,"29GFEDIS","D","Greene Fire East Dispatch","Fire Dispatch","Greene County (29) Fire/EMS/Hospital"
20107,4e8b,"29F TAC 4","D","County Fire Tactical 4","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20108,4e8c,"29LETAC4","D","Countywide Law Tac 4 (currently used by SOIN Hospital Security)","Law Tac","Greene County (29) Law"
20109,4e8d,"29 CW 4","D","Countywide 4","Interop","Greene County (29) Common"
20110,4e8e,"29F TAC 5","D","County Fire Tactical 5","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20111,4e8f,"29PRKOP1","D","Parks Ops 1","Public Works","Greene County (29) Local Government/Public Works"
20112,4e90,"29LETAC5","DE","Countywide Law Tac 5","Law Tac","Greene County (29) Law"
20113,4e91,"29PRKRNG","DE","Parks Ranger","Public Works","Greene County (29) Local Government/Public Works"
20114,4e92,"29F TAC 6","D","County Fire Tactical 6","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20115,4e93,"29LETAC6","DE","Countywide Law Tac 6","Law Tac","Greene County (29) Law"
20116,4e94,"29PRKMNT","D","Parks Maintenance","Public Works","Greene County (29) Local Government/Public Works"
20117,4e95,"29F TAC 7","D","County Fire Tactical 7","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20118,4e96,"29PRKNAT","D","Parks Nature","Public Works","Greene County (29) Local Government/Public Works"
20119,4e97,"29 BVFDIS","D","Beavercreek Fire Dispatch","Fire Dispatch","Greene County (29) Fire/EMS/Hospital"
20120,4e98,"29 FTAC 8","D","County Fire Tactical 8","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20121,4e99,"29BVSDIS","D","Beavercreek Twp Service Dispatch","Public Works","Greene County (29) Local Government/Public Works"
20122,4e9a,"29GFWDIS","D","Bellbrook/Sugarcreek Fire Dispatch","Fire Dispatch","Greene County (29) Fire/EMS/Hospital"
20123,4e9b,"29PRKPRG","D","Parks Programs","Public Works","Greene County (29) Local Government/Public Works"
20124,4e9c,"29F TAC 9","D","County Fire Tactical 9","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20125,4e9d,"29BVFOP1","D","Beavercreek Fire Ops 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20126,4e9e,"29F TAC 10","D","County Fire Tactical 10","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20127,4e9f,"29BBFOP1","D","Bellbrook Fire Ops 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20128,4ea0,"29BVFPRV","D","Beavercreek Fire Prevention","Fire-Talk","Greene County (29) Fire/EMS/Hospital"
20129,4ea1,"29F TAC 11","D","County Fire Tactical 11","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20130,4ea2,"29BVSOP1","D","Beavercreek Twp Services Operations","Public Works","Greene County (29) Local Government/Public Works"
20131,4ea3,"CTF OPS1","D","Cedarville Twp Fire Ops 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20132,4ea4,"29F TAC 12","D","County Fire Tactical 12","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20133,4ea5,"29BVPDIS","D","Beavercreek Police Dispatch","Law Dispatch","Greene County (29) Law"
20134,4ea6,"29F TAC 13","D","County Fire Tactical 13","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20135,4ea7,"29FBFDISP","D","Fairborn Fire Dispatch","Fire Dispatch","Greene County (29) Fire/EMS/Hospital"
20136,4ea8,"29BVROP1","DE","Beavercreek Ops 1","Law Tac","Greene County (29) Law"
20137,4ea9,"29F TAC 14","D","County Fire Tactical 14","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20138,4eaa,"29FBFOP1","D","Fairborn Fire Ops 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20139,4eab,"29BBFOP2","D","Bellbrook Fire Ops 2	","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20140,4eac,"29SO-SD","D","Sheriff Special Detail","Law Tac","Greene County (29) Law"
20141,4ead,"29F TAC 15","D","County Fire Tactical 15","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20142,4eae,"29STFOP1","D","Sugarcreek Township Fire Ops 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20143,4eaf,"29F TAC 16","D","County Fire Tactical 16","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20144,4eb0,"29SBPDIS","D","Bellbrook/Sugarcreek Police Dispatch","Law Dispatch","Greene County (29) Law"
20145,4eb1,"29FBFOP2","D","Fairborn Fire Ops 2","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20146,4eb2,"29BVPDET","DE","Beavercreek Police Detectives","Law Tac","Greene County (29) Law"
20147,4eb3,"29BLPOP1","DE","Bellbrook Police Tactical 1","Law Tac","Greene County (29) Law"
20149,4eb5,"29BVPADM","DE","Beavercreek Police Administration","Law Talk","Greene County (29) Law"
20150,4eb6,"29BLPOP2","DE","Bellbrook Police Talk","Law Talk","Greene County (29) Law"
20151,4eb7,"29CDPOP1","DE","Cedarville Police Ops 1","Law Tac","Greene County (29) Law"
20152,4eb8,"29FBPDIS","D","Fairborn Police Dispatch","Law Dispatch","Greene County (29) Law"
20153,4eb9,"29BLPADM","D","Bellbrook Police Administration","Law Talk","Greene County (29) Law"
20154,4eba,"29SOJALL","DE","Sheriff Jail All-Call","Corrections","Greene County (29) Law"
20155,4ebb,"29GRSDIS","D","Greene Central Services Dispatch","Multi-Dispatch","Greene County (29) Common"
20156,4ebc,"29FBPOP1","DE","Fairborn Police Ops 1","Law Tac","Greene County (29) Law"
20157,4ebd,"29BBSOP1","D","Bellbrook Service Operations","Public Works","Greene County (29) Local Government/Public Works"
20158,4ebe,"29FBPDET","DE","Fairborn Police Detectives","Law Tac","Greene County (29) Law"
20159,4ebf,"29STPOP1","DE","Sugarcreek Police Ops 1","Law Tac","Greene County (29) Law"
20160,4ec0,"29FBPADM","DE","Fairborn Police Administration","Law Talk","Greene County (29) Law"
20161,4ec1,"29CSUOP1","D","Central State University Police Ops 1","Law Tac","Greene County (29) Law"
20162,4ec2,"29STPOP2","DE","Sugarcreek Police Ops 2","Law Tac","Greene County (29) Law"
20163,4ec3,"29XCTFDIS","D","Xenia City/Twp Fire Dispatch","Fire Dispatch","Greene County (29) Fire/EMS/Hospital"
20164,4ec4,"29YSPDIS","D","Yellow Springs Police Dispatch","Law Dispatch","Greene County (29) Law"
20165,4ec5,"29CSUDIS","D","Central State University Police Dispatch","Law Dispatch","Greene County (29) Law"
20166,4ec6,"29STPADM","D","Sugarcreek Police Administration","Law Talk","Greene County (29) Law"
20167,4ec7,"29XCFOP1","D","Xenia Fire Ops 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20168,4ec8,"29YSPOP1","D","Yellow Springs Police Ops 1","Law Tac","Greene County (29) Law"
20169,4ec9,"29XCSOP1","D","Xenia City Services Ops 1","Public Works","Greene County (29) Local Government/Public Works"
20170,4eca,"29XCFOP2","D","Xenia Fire Ops 2","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20171,4ecb,"29YSPOP2","D","Yellow Springs Police Ops 2","Law Tac","Greene County (29) Law"
20172,4ecc,"29XTFOP1","D","Xenia Twp Fire Ops 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20173,4ecd,"29XCPDISP","D","Xenia Police Dispatch","Law Dispatch","Greene County (29) Law"
20174,4ece,"29STSOP1","D","Sugarcreek Twp Service Ops 1","Public Works","Greene County (29) Local Government/Public Works"
20175,4ecf,"29XCPOPS1","DE","Xenia Police Ops 1","Law Tac","Greene County (29) Law"
20176,4ed0,"29YSPADM","D","Yellow Springs Police Administration","Law Talk","Greene County (29) Law"
20177,4ed1,"29XTFOP2","D","Xenia Twp Fire Ops 2","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20178,4ed2,"29XCPDET","DE","Xenia Police Detectives","Law Tac","Greene County (29) Law"
20179,4ed3,"29JTPOP1","D","Jamestown Police Ops 1","Law Tac","Greene County (29) Law"
20180,4ed4,"29XCPADM","DE","Xenia Police Administration","Law Talk","Greene County (29) Law"
20181,4ed5,"29JTFOP1","D","Jefferson Twp Fire Ops 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20182,4ed6,"29MTFOP1","D","Miami Twp Fire Ops 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20183,4ed7,"29NJFOP1","D","New Jasper Twp Fire Ops 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20184,4ed8,"29WILOP1","D","Wilberforce College Police Ops 1","Law Tac","Greene County (29) Law"
20185,4ed9,"29SCFOP1","D","Silvercreek Twp Fire Ops 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20186,4eda,"29SVFOP1","D","Spring Valley Fire Ops 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20187,4edb,"29RRTTAC","DE","Regional Response Team Tactical","Law Tac","Greene County (29) Law"
20188,4edc,"29SOCJ-1","DE","Sheriff Jail Ops 1","Corrections","Greene County (29) Law"
20189,4edd,"BVSCHEM","D","Beavercreek City Schools Emergency ","Emergency Ops","Greene County (29) Common"
20190,4ede,"WSUDISP","D","Police Dispatch","Law Dispatch","Wright State University (29)"
20192,4ee0,"29AMLCNTL","D","Greene County Animal Control","Public Works","Greene County (29) Local Government/Public Works"
20194,4ee2,"WS-DEMO","D","W/S Electronics demonstration radios","Business","Greene County (29) Local Government/Public Works"
20196,4ee4,"29SOCJ-2","DE","Sheriff Jail Ops 2","Corrections","Greene County (29) Law"
20199,4ee7,"WSUOPS","DE","Police Ops","Law Tac","Wright State University (29)"
20200,4ee8,"CUSAFETY","D","Campus Safety","Law Dispatch","Cedarville University (29)"
20204,4eec,"29SOAD-1","DE","Sheriff Adult Detention Ops 1","Corrections","Greene County (29) Law"
20205,4eed,"WSUADM","DE","Police Admin","Law Tac","Wright State University (29)"
20206,4eee,"29GMH ER","D","Greene Memorial Hospital EMS to ER","Hospital","Greene County (29) Fire/EMS/Hospital"
20207,4eef,"CUPD2","D","Police 2","Law Tac","Cedarville University (29)"
20208,4ef0,"WSUSRV1","D","Service 1","Public Works","Wright State University (29)"
20209,4ef1,"29SOAD-2","DE","Sheriff Adult Detention Ops 2","Corrections","Greene County (29) Law"
20210,4ef2,"29SOIN","D","SOIN Medical Center ER","Hospital","Greene County (29) Fire/EMS/Hospital"
20211,4ef3,"WPAFB FD DISP","D","Wright-Patterson AFB Fire Dispatch","Fire Dispatch","Greene County (29) Fire/EMS/Hospital"
20212,4ef4,"WSUSRV2","D","Service 2","Public Works","Wright State University (29)"
20214,4ef6,"WPAFB FD TAC 1","D","Wright-Patterson AFB Fire Tac 1","Fire-Tac","Greene County (29) Fire/EMS/Hospital"
20221,4efd,"29COROADS","D","County Highway Department","Public Works","Greene County (29) Local Government/Public Works"
20500,5014,"BYESVL-SENECA PD","D","Byesville / Senecaville Police Dispatch","Law Dispatch","Guernsey County (30)"
20501,5015,"SO30DISP","DE","Sheriff Dispatch","Law Dispatch","Guernsey County (30)"
20505,5019,"SO30TAC1","D","Sheriff Tactical Ch.1","Law Tac","Guernsey County (30)"
20508,501c,"SO30JAIL","D","Sheriff - Jail, Courthouse Sec, Prisoner Transports","Law Talk","Guernsey County (30)"
20510,501e,"SC30EMER","D","Countywide School Emergency","Emergency Ops","Guernsey County (30)"
20512,5020,"FD30DISP","D","Fire Dispatch","Fire Dispatch","Guernsey County (30)"
20513,5021,"CAMBRIDGE PD","DE","Cambridge Police Dispatch","Law Dispatch","Guernsey County (30)"
20515,5023,"FD30OPS1","D","Fire Operations 1","Fire-Tac","Guernsey County (30)"
